description,price,rating,review_count,url
"Dell Inspiron 14 14“ HD Anti-Glare LED-Backlit Laptop for Students and Business, Intel Pentium Gold 5405U, 4GB DDR4, 128GB NVMe SSD, HDMI, 802.11ac, Bluetooth, Webcam, Windows 10 in S Mode",,,23,https://www.amazon.com/Dell-Inspiron-14-Anti-Glare-LED-Backlit/dp/B089Y7ZSJP/ref=sr_1_15?dchild=1&keywords=dell+laptop&qid=1607397161&sr=8-15
"Flagship 2020 Dell Inspiron 14 3000 Business Laptop Computer I 14"" HD Anti-Glare Display I Intel Pentium Gold 5405U 2.3GHz I 4GB DDR4 128GB SSD I WiFi HDMI MaxxAudio Win 10 + iCarp Wireless Mouse",,,39,https://www.amazon.com/Dell-Inspiron-14-3000-Anti-Glare/dp/B089Y1JV2Z/ref=sr_1_16?dchild=1&keywords=dell+laptop&qid=1607397161&sr=8-16
"2020 Dell Inspiron 17 17.3"" FHD Laptop Computer_ 10th Gen Intel Quard-Core i7 1065G7 up to 3.9GHz_ 16GB DDR4 RAM_ 512GB PCIe SSD_ 802.11AC WiFi_ Windows 10_ BROAGE 64GB Flash Drive_ Online Class Ready",,,31,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A07595121JR5PG5YLZBOK&url=%2FDell-Inspiron-17-Computer_-Quard-Core%2Fdp%2FB08H4TY1SC%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397161%26sr%3D8-17-spons%26psc%3D1&qualifier=1607397160&id=3545048194849950&widgetName=sp_mtf
"Dell Inspiron 17 3793 2020 Premium 17.3” FHD Laptop Notebook Computer, 10th Gen 4-Core Intel Core i5-1035G1 1.0 GHz, 16GB RAM, 512GB SSD + 1TB HDD, DVD,Webcam,Bluetooth,Wi-Fi,HDMI, Win 10 Home",,,186,https://www.amazon.com/Dell-Inspiron-Notebook-i5-1035G1-Bluetooth/dp/B082MSPDL8/ref=sr_1_18?dchild=1&keywords=dell+laptop&qid=1607397161&sr=8-18
"Fast Dell Latitude E5470 HD Business Laptop Notebook PC (Intel Core i5-6300U, 8GB Ram, 256GB Solid State SSD, HDMI, Camera, WiFi, SC Card Reader) Win 10 Pro (Renewed).",,,452,https://www.amazon.com/Dell-Latitude-E5470-Certified-Refurbished/dp/B07D5N1PFY/ref=sr_1_19?dchild=1&keywords=dell+laptop&qid=1607397161&sr=8-19
"Dell Inspiron 3793 Premium 17.3'' FHD 1080P Non-Touch Laptop Computer Intel 10th Gen i3-1005G1 up to 3.4GHz 16GB RAM 1TB HDD Webcam DVD-RW HDMI WiFi Windows 10 Home, Aloha Bundle",,,27,https://www.amazon.com/Dell-Inspiron-Non-Touch-Computer-i3-1005G1/dp/B08F2N8KYF/ref=sr_1_20?dchild=1&keywords=dell+laptop&qid=1607397161&sr=8-20
"Latest_Dell Inspiron 15 5000 15.6"" FHD Display Laptop, 10th Generation Intel Core i5-1035G1 Processor, 8GB RAM, 256GB SSD, Fingerprint Reader, Wireless+Bluetooth, HDMI，Window 10",,,92,https://www.amazon.com/Latest_Dell-Generation-i5-1035G1-Fingerprint-HDMI%EF%BC%8CWindow/dp/B084S7TPZN/ref=sr_1_21?dchild=1&keywords=dell+laptop&qid=1607397161&sr=8-21
"Flagship 2020 Dell Inspiron 14 3000 Business Laptop Computer I 14"" HD Anti-Glare Display I Intel Pentium Gold 5405U 2.3GHz I 4GB DDR4 128GB SSD I WiFi HDMI MaxxAudio Win 10 + iCarp Wireless Mouse",,,39,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A00546623CJ6B30DSQB6Y&url=%2FDell-Inspiron-14-3000-Anti-Glare%2Fdp%2FB089Y1JV2Z%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397161%26sr%3D8-22-spons%26psc%3D1&qualifier=1607397160&id=3545048194849950&widgetName=sp_btf
"Dell Inspiron 15.6"" HD Laptop, Intel 4205U Processor, 12GB DDR4 Memory, 1TB HDD, Online Class Ready, Webcam, WiFi, HDMI, Bluetooth, KKE Mousepad, Win10 Home, Black",,,435,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A05754471N43CMG2MJH6&url=%2FDell-Inspiron-Processor-Bluetooth-Mousepad%2Fdp%2FB08HY7ZG36%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397168%26sr%3D8-17-spons%26psc%3D1&qualifier=1607397168&id=5512122301948606&widgetName=sp_atf_next
"2021 Dell Inspiron 15 3000 Touchscreen Laptop, 15.6 Inch FHD 1080P, Intel Core i7-1065G7 up to 3.9 GHz, 16GB RAM, 1TB SSD (Boot) +1TB HDD, WiFi, Windows 10 + NexiGo Wireless Mouse Bundle",,,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A02410603BTXWW5OY7DL2&url=%2FDell-Inspiron-Touchscreen-i7-1065G7-Wireless%2Fdp%2FB08L275XKB%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397168%26sr%3D8-18-spons%26psc%3D1&qualifier=1607397168&id=5512122301948606&widgetName=sp_atf_next
"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",,,286,https://www.amazon.com/Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B07GCRHS5V/ref=sr_1_19?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-19
"Dell Gaming G3 15 3500 - 15 Inch FHD 120Hz Refresh Rate, Intel Core i5-10300H 10th Gen, 8GB DDR4 RAM, 512GB SSD, Nvidia Geforce GTX 1650 Ti 4GB GDDR6, Windows 10 Home Eclipse Black",,,82,https://www.amazon.com/Dell-Gaming-G3-3500-i5-10300H/dp/B08DX82SD8/ref=sr_1_20?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-20
"Dell 2020 Inspiron 17.3'' FHD Laptop, Intel i7-1065G7, 16GB DDR4 Memory, 2TB HDD, HDMI, WiFi, Webcam, DVD Drive, Black, KKE Mouse Pad, Win 10 Home",,,41,https://www.amazon.com/Dell-Inspiron-Laptop-i7-1065G7-Memory/dp/B08CLVQ5GY/ref=sr_1_21?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-21
"Dell Inspiron 17 3793, i3793-5841BLK-PUS, 10th Generation Intel Core i5-1035G1, 17.3-Inch FHD (1920 X 1080), 8GB x 1 DDR4 2666MHz, 1 TB 5400 RPM, Tray Load DVD Drive",,,66,https://www.amazon.com/Dell-i3790-5104BLK-PUS-Generation-i5-10210U-17-3-Inch/dp/B07TQ5CQ1H/ref=sr_1_22?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-22
"Dell XPS 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home (Latest Model) - Silver",,,147,https://www.amazon.com/Dell-XPS-15-GeForce-Windows/dp/B089HJX59L/ref=sr_1_23?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-23
"Dell Inspiron 17 3000 17.3"" Full HD Laptop Computer, 4-Core Intel Core i7-1065G7 1.30GHz, 8GB RAM, 512GB SSD, No DVD,Webcam,HDMI, Win 10, TMLTT Mousepad (16GB - 512GB SSD)",,,,https://www.amazon.com/Dell-Inspiron-17-3000-i7-1065G7/dp/B08PF8WC4N/ref=sr_1_24?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-24
"2020 Newest Dell Inspiron 15 3000 PC Laptop 15.6"" HD Anti-Glare LED-Backlit Display Intel 2-Core 4205U 8GB RAM 256GB SSD WiFi Bluetooth HDMI Webcam Win 10 Pro 32GB PCS USB Card",,,21,https://www.amazon.com/Dell-Inspiron-Anti-Glare-LED-Backlit-Bluetooth/dp/B08945HH3D/ref=sr_1_25?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-25
"Dell Latitude E6530 15.6 Inch Business Laptop, Intel Core i5-3320M up to 3.3GHz, 8G DDR3, 500G, DVD, WiFi, VGA, HDMI, Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed)",,,3,https://www.amazon.com/Dell-Latitude-E6530-Business-Multi-Language/dp/B073Q2B974/ref=sr_1_26?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-26
Dell Inspiron 14 3000 2020 Newest Business Laptop Computer I 14 inch HD Anti-Glare Display I Intel Pentium Gold 5405U I 16GB DDR4 256GB SSD I WiFi HDMI MaxxAudio Win 10 + Delca 16GB Micro SD Card,,,8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0462507AWH9IB5KYSY2&url=%2FDell-Inspiron-14-3000-Anti-Glare%2Fdp%2FB08B5YD6X4%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397168%26sr%3D8-27-spons%26psc%3D1&qualifier=1607397168&id=5512122301948606&widgetName=sp_mtf
"Dell Inspiron 15.6"" HD Laptop, Intel 4205U Processor, 16GB DDR4 Memory, 2TB HDD, Online Class Ready, Webcam, WiFi, HDMI, Bluetooth, KKE Mousepad, Win10 Home, Black",,,80,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05764631MQ2G0SKRLCN8&url=%2FDell-Inspiron-Processor-Bluetooth-Mousepad%2Fdp%2FB08HY8G58C%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397168%26sr%3D8-28-spons%26psc%3D1&qualifier=1607397168&id=5512122301948606&widgetName=sp_mtf
"Dell New XPS 13 9300 13.4-inch FHD InfinityEdge Touchscreen Laptop (Silver), Intel Core i7-1065G7 10th Gen, 16GB RAM, 512GB SSD, Windows 10 Pro (XPS9300-7909SLV-PUS)",,,165,https://www.amazon.com/Dell-13-4-inch-InfinityEdge-Touchscreen-XPS9300-7909SLV-PUS/dp/B084R4T4WD/ref=sr_1_29?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-29
"2019 New Dell Inspiron 17 PC Laptop: 17.3 Inch FHD(1980x1080) Non-Touch IPS Display, Intel CPU-i3-7020u, 8GB RAM, 1TB HDD, WiFi, Bluetooth, HDMI, Webcam, DVDRW, Windows 10",,,121,https://www.amazon.com/2019-Dell-Inspiron-17-Laptop/dp/B07R3H3PL3/ref=sr_1_30?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-30
"2020 Dell Inspiron 15 3000 15.6"" HD Laptop Computer, 7th Gen AMD A9-9425 Processor, 32GB RAM, 1TB PCIe SSD, AMD Radeon R5 Graphics, MaxxAudio Pro, HD Webcam, Windows 10, Black, 32GB SnowBell USB Card",,,2,https://www.amazon.com/Dell-Inspiron-Computer-Processor-MaxxAudio/dp/B08M4B9VGS/ref=sr_1_31?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-31
"Dell Inspiron 13 2-in-1 7391-13.3"" FHD Touch - 10th gen i5-10210U - 8GB - 512GB SSD",,,40,https://www.amazon.com/Dell-Inspiron-7391-13-3-FHD-Touch/dp/B08121G394/ref=sr_1_32?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-32
"2020 Newest Dell Inspiron 15 5000 Premium PC Laptop: 15.6 Inch FHD Anti-Glare NonTouch Display,10th Gen i5, 16GB RAM, 256GB SSD, Intel UHD Graphics, WiFi, Bluetooth, HDMI, Webcam, Backlit-KB, Win10",,,65,https://www.amazon.com/Newest-Dell-Inspiron-Premium-Laptop/dp/B082WRPP26/ref=sr_1_33?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-33
"Latest_Dell Inspiron 13.3"" 7000 2-in-1 Touchscreen Laptop, 10th Generation Intel Core i5-10210U Processor, 8GB Memory, 512GB SSD+ 32GB Optane, Wireless+Bluetooth, Silver, Windows 10",,,291,https://www.amazon.com/Latest_Dell-Touchscreen-Generation-i5-10210U-Processor/dp/B08BZD5N3D/ref=sr_1_34?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-34
"Dell Inspiron 14 5000 Series 5402 Laptop, 14"" Full HD Screen, 11th Gen Intel Core i3-1115G4 Processor, 8GB RAM, 256GB SSD, Backlit Keyboard, HDMI, Wi-Fi, Webcam, Windows 10 Home, KKE Mousepad, Silver",,,64,https://www.amazon.com/Dell-Inspiron-i3-1115G4-Processor-Keyboard/dp/B088WKZ678/ref=sr_1_35?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-35
"Dell Inspiron 15 5593: 10th Gen Core i5-1035G1, 256GB SSD, 8GB RAM, 15.6"" Full HD Display, Backlit Keyboard, Windows 10",,,124,https://www.amazon.com/Dell-Inspiron-15-5593-i5-1035G1/dp/B0826DJYG1/ref=sr_1_36?dchild=1&keywords=dell+laptop&qid=1607397168&sr=8-36
"Dell Inspiron 15.6"" HD Business Laptop, Intel 4205U, 16GB RAM, 128GB PCIe SSD + 1TB HDD, Webcam, WiFi, KKE Mousepad, Bluetooth, Win10 Pro, Black",,,184,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A10231283S19GNGYFGXOY&url=%2FDell-Inspiron-Business-Wireless-Bluetooth%2Fdp%2FB085VWZ839%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397168%26sr%3D8-37-spons%26psc%3D1&qualifier=1607397168&id=5512122301948606&widgetName=sp_btf
"2020 Dell Inspiron 15 3000 3583 Flagship Laptop 15.6"" HD Anti-Glare Display Intel Core Celeron 4205U Processor 8GB DDR4 128GB SSD 1TB HDD Intel UHD Graphics Webcam WiFi Win 10 + iCarp Wireless Mouse",,,25,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A06434263KRYAIVUQKCOK&url=%2FDell-Inspiron-15-3000-Anti-Glare%2Fdp%2FB08921SYNL%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397168%26sr%3D8-38-spons%26psc%3D1&qualifier=1607397168&id=5512122301948606&widgetName=sp_btf
"Flagship 2020 Dell Inspiron 14 5000 2 in 1 Laptop, 14'' FHD IPS Touchscreen, AMD Quad-Core Ryzen 7 3700U (Beat i7-7500U), 16GB DDR4 1TB SSD, Backlit KB FP Win 10 (Silver) + ePark Wireless Mouse",,,20,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A090435024IPY1WP1RU13&url=%2FDell-Inspiron-14-5000-Touchscreen%2Fdp%2FB08547L6CY%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397175%26sr%3D8-33-spons%26psc%3D1&qualifier=1607397175&id=189470897119908&widgetName=sp_atf_next
"2021 Dell Inspiron 15 3000 Touchscreen Laptop, 15.6 Inch FHD 1080P, Intel Core i7-1065G7 up to 3.9 GHz, 32GB RAM, 1TB SSD (Boot) +1TB HDD, WiFi, Win10 Pro + NexiGo Wireless Mouse Bundle",,,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0240168CTF44MX13ZLM&url=%2FDell-Inspiron-Touchscreen-i7-1065G7-Wireless%2Fdp%2FB08L26VN5J%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397175%26sr%3D8-34-spons%26psc%3D1&qualifier=1607397175&id=189470897119908&widgetName=sp_atf_next
"New ! Dell Inspiron i3583 15.6"" HD Touch-Screen Laptop - Intel i5-8265U - 8GB DDR4-256GB SSD - Windows 10 - Wireless-AC - Bluetooth, SD Card Reader, HDMI & USB 3.1 -Waves MaxxAudio Pro- Black",,,241,https://www.amazon.com/Dell-Inspiron-i3583-Touch-Screen-Laptop/dp/B081721LTM/ref=sr_1_35?dchild=1&keywords=dell+laptop&qid=1607397175&sr=8-35
"Dell Latitude E7450 14in HD High Performance Ultra Book Business Laptop NoteBook (Intel Dual Core i5 5300U, 8GB Ram, 256GB Solid State SSD, Camera, HDMI, WIFI) Win 10 Pro (Renewed)",,,284,https://www.amazon.com/Dell-Latitude-E7450-Performance-Refurbished/dp/B076DKFYF9/ref=sr_1_36?dchild=1&keywords=dell+laptop&qid=1607397175&sr=8-36
"2020 Dell Inspiron 17 17.3"" FHD Laptop Computer_ 10th Gen Intel Quard-Core i7 1065G7 up to 3.9GHz_ 32GB DDR4 RAM_ 1TB PCIe SSD_ 802.11AC WiFi_ Windows 10_ BROAGE 64GB Flash Drive_ Online Class Ready",,,31,https://www.amazon.com/Dell-Inspiron-17-Computer_-Quard-Core/dp/B08H4VGT95/ref=sr_1_37?dchild=1&keywords=dell+laptop&qid=1607397175&sr=8-37
Dell Latitude E6430 Laptop WEBCAM - HDMI - Intel Core i5 2.6ghz - 8GB DDR3 - 500GB - DVD - Windows 10 Pro 64bit - (Renewed),,,457,https://www.amazon.com/Dell-Latitude-E6430-Laptop-WEBCAM/dp/B01M31QNF2/ref=sr_1_38?dchild=1&keywords=dell+laptop&qid=1607397175&sr=8-38
"2020 Dell Inspiron 14"" Laptop Computer 10th Gen Intel i3 1005G1 Up to 3.4GHz 4GB DDR4 RAM 128GB PCIe SSD Untel UHD Graphics HDMI 802.11ac WiFi Bluetooth 4.1 Windows 10",,,75,https://www.amazon.com/Dell-Inspiron-Computer-Graphics-Bluetooth/dp/B081ZFFJ46/ref=sr_1_39?dchild=1&keywords=dell+laptop&qid=1607397175&sr=8-39
Dell Latitude 7480 Business-Class Laptop | 14.0 inch FHD Touch Display | Intel Core 7th Generation i7-7600 | 16 GB DDR4 | 512 GB PCIe M.2 NVMe SSD | Windows 10 Pro (Renewed),,,4,https://www.amazon.com/Dell-Business-Class-Generation-Certified-Refurbished/dp/B077FGWRY4/ref=sr_1_40?dchild=1&keywords=dell+laptop&qid=1607397175&sr=8-40
"Dell Inspiron 15 2-in-1 7591-15.6"" 4K Touch - i7-10510U - MX250-16GB - 512GB SSD",,,9,https://www.amazon.com/Dell-Inspiron-7591-15-6-Touch-MX250-16GB/dp/B08121N9MQ/ref=sr_1_41?dchild=1&keywords=dell+laptop&qid=1607397175&sr=8-41
"Dell Latitude E6440 14in Laptop, Core i5-4300M 2.6GHz, 8GB Ram, 256GB SSD, DVDRW, Windows 10 Pro 64bit (Renewed)",,,214,https://www.amazon.com/Dell-Latitude-E6440-Certified-Refurbished/dp/B07GCS4YTY/ref=sr_1_42?dchild=1&keywords=dell+laptop&qid=1607397175&sr=8-42
"Dell Inspiron 15.6"" HD Laptop, Intel 4205U Processor, 16GB DDR4 Memory, 1TB HDD, Online Class Ready, Webcam, WiFi, HDMI, Bluetooth, KKE Mousepad, Win10 Home, Black",,,435,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A05765193A46DFIOOTTP&url=%2FDell-Inspiron-Processor-Bluetooth-Mousepad%2Fdp%2FB08HY87L9T%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397175%26sr%3D8-43-spons%26psc%3D1&qualifier=1607397175&id=189470897119908&widgetName=sp_mtf
"LG Gram Laptop - 14"" Full HD IPS, Intel 10th Gen Core i5 (10210U CPU), 8GB DDR4 2666MHz RAM, 512GB NVMeTM SSD, Up to 22.5 Hours Battery, Intel UHD Graphics - 14Z995-U.ARS6U1 (2020)",,,92,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A06284962106XAN4NO463&url=%2FLG-Gram-Laptop-Graphics-14Z995-U-ARS6U1%2Fdp%2FB086Z1XHYN%2Fref%3Dsr_1_44_sspa%3Fdchild%3D1%26keywords%3Ddell%2Blaptop%26qid%3D1607397175%26sr%3D8-44-spons%26psc%3D1&qualifier=1607397175&id=189470897119908&widgetName=sp_mtf
